Date,Open,High,Low,Close,BuyWeightingRule,SellWeightingRule,P2L_Ratio,P2L_RatioPositive,P2L_RatioNegative,P2L_RatioNeutral,RangeVariance
2016-02-22,0.389741,0.807713,0.374373,0.774885,1.000000,0.000000,0.819227,0.819227,0.000000,0.000000,4.003983
2016-02-23,-0.302857,-0.165331,-0.723602,-0.673964,2.000000,0.000000,3.401522,3.401522,0.000000,0.000000,4.028572
2016-02-24,-0.084660,-0.006006,-1.216670,-1.038874,3.000000,0.000000,11.248609,11.248609,0.000000,0.000000,3.775217
2016-02-25,0.464143,0.949833,0.132971,0.695582,3.000000,0.000000,2.127626,2.127626,0.000000,0.000000,3.228851
2016-02-26,0.513422,1.024011,0.437520,0.758702,2.000000,0.000000,11.046293,11.046293,0.000000,0.000000,3.227807
2016-02-29,-0.369343,-0.061562,-0.755987,-0.074811,2.000000,0.000000,10.875989,10.875989,0.000000,0.000000,2.667179
2016-03-01,-0.052949,0.929368,-0.101035,0.921640,1.000000,0.000000,0.643337,0.643337,0.000000,1.000000,2.552987
2016-03-02,0.269637,0.507902,-0.089681,0.251770,1.000000,0.000000,0.432934,0.432934,0.000000,1.000000,2.574261
2016-03-03,0.133730,0.140144,-0.294091,-0.108516,1.000000,0.000000,0.296649,0.296649,0.000000,1.000000,2.604769
2016-03-04,0.218005,0.655659,-0.040804,0.321837,0.000000,0.000000,0.769362,0.769362,0.000000,0.000000,2.622430
2016-03-07,-0.284484,-0.096767,-0.635202,-0.214181,1.000000,0.000000,1.175203,1.175203,0.000000,0.000000,2.645017
2016-03-08,-0.438826,0.029689,-0.782180,-0.417721,1.000000,0.000000,0.775948,0.775948,0.000000,0.000000,2.717912
2016-03-09,0.036431,0.725303,-0.067651,0.150240,1.000000,0.000000,2.027309,2.027309,0.000000,0.000000,2.734754
2016-03-10,-0.120927,1.295978,-1.068805,-1.068805,2.000000,0.000000,1.123745,1.123745,0.000000,0.000000,2.672261
2016-03-11,0.803177,1.550706,0.668037,1.537910,0.000000,0.000000,-1.832926,0.000000,1.832926,0.000000,2.649475
2016-03-14,0.550083,0.979514,0.492996,0.747647,0.000000,0.000000,-1.418085,0.000000,1.418085,0.000000,2.655830
2016-03-15,-0.234215,-0.080054,-0.480622,-0.270741,0.000000,0.000000,-1.552561,0.000000,1.552561,0.000000,2.686788
2016-03-16,0.185426,0.438009,-0.079423,0.247101,0.000000,0.000000,-0.941196,0.000000,0.941196,0.000000,2.716978
2016-03-17,0.332128,0.349637,-1.120562,-0.443662,0.000000,0.000000,-0.586156,0.000000,0.586156,1.000000,2.853856
2016-03-18,0.065775,0.338305,-0.340260,0.286150,0.000000,0.000000,-0.170750,0.000000,0.170750,1.000000,3.844295
2016-03-21,-0.278377,0.699863,-0.420758,-0.010451,1.000000,0.000000,0.690154,0.690154,0.000000,1.000000,4.144685
2016-03-22,-0.535936,0.197282,-0.887520,0.197282,0.000000,0.000000,-0.159132,0.000000,0.159132,1.000000,4.294417
2016-03-23,0.281258,0.603460,-0.125316,0.162657,0.000000,0.000000,0.291276,0.291276,0.000000,1.000000,4.325540
2016-03-24,-0.241468,-0.224527,-0.887126,-0.857251,1.000000,0.000000,0.562235,0.562235,0.000000,1.000000,4.344998
2016-03-29,0.254251,0.491151,-0.220057,0.187829,1.000000,0.000000,0.104670,0.104670,0.000000,1.000000,4.379305
2016-03-30,0.324781,1.068824,0.302260,0.808497,0.000000,0.000000,-0.001869,0.000000,0.001869,1.000000,4.385600
2016-03-31,-0.260384,-0.133823,-0.527393,-0.429476,1.000000,0.000000,1.121348,1.121348,0.000000,0.000000,4.435155
2016-04-01,-0.673782,-0.581823,-1.477531,-0.870543,2.000000,0.000000,1.078203,1.078203,0.000000,0.000000,4.408728
2016-04-04,-0.024345,0.561912,-0.309020,0.137168,1.000000,0.000000,2.652484,2.652484,0.000000,0.000000,4.428552
2016-04-05,-0.847300,-0.781711,-1.307436,-1.257891,4.000000,0.000000,11.356622,11.356622,0.000000,0.000000,4.410613
