Date,Open,High,Low,Close,BuyWeightingRule,SellWeightingRule
nan,0.000000,1.419792,0.000000,1.250627,3.000000,0.000000
nan,0.000000,0.597771,-0.219591,0.503226,2.000000,0.000000
nan,0.000000,0.435388,-0.858753,-0.348308,2.000000,0.000000
nan,0.000000,0.000000,-0.864861,-0.048385,2.000000,0.000000
nan,0.000000,0.975825,-0.274537,0.707253,2.000000,0.000000
nan,0.000000,0.420343,-0.185812,-0.140123,2.000000,0.000000
nan,0.000000,1.097838,-0.191967,1.094845,2.000000,0.000000
nan,0.000000,0.782757,-0.292791,0.454116,2.000000,0.000000
nan,0.000000,0.192322,-0.393802,-0.341902,2.000000,0.000000
nan,0.000000,0.000000,-0.861017,-0.578109,2.000000,0.000000
nan,0.000000,0.000000,-1.405406,-0.929912,3.000000,0.000000
nan,0.000000,0.798362,-0.108873,0.746958,3.000000,0.000000
nan,0.000000,0.149302,-1.089905,-0.573325,3.000000,0.000000
nan,0.000000,1.521663,-0.175461,1.173611,2.000000,0.000000
nan,0.000000,1.611846,0.000000,1.611846,2.000000,0.000000
nan,0.000000,0.565695,-0.692013,-0.019216,2.000000,0.000000
nan,0.000000,0.229079,-0.441413,0.041904,2.000000,0.000000
nan,0.000000,0.117683,-0.361658,-0.025831,2.000000,0.000000
nan,0.000000,0.005527,-1.689584,-0.857235,3.000000,0.000000
nan,0.000000,0.269157,-0.263494,0.141664,3.000000,0.000000
nan,0.000000,0.703004,-0.210614,0.318769,3.000000,0.000000
nan,0.000000,0.113592,-0.928626,-0.295346,3.000000,0.000000
nan,0.000000,0.462982,-0.055326,0.361074,3.000000,0.000000
nan,-0.008852,0.185886,-0.560638,-0.354086,3.000000,0.000000
nan,0.000000,0.362464,-0.024363,0.341141,3.000000,0.000000
nan,0.000000,1.345720,0.000000,1.345720,2.000000,0.000000
nan,0.000000,0.791842,-0.006041,0.574236,2.000000,0.000000
nan,0.000000,0.046328,-0.540407,0.043237,2.000000,0.000000
nan,0.000000,0.000000,-1.088100,-0.725403,3.000000,0.000000
nan,0.000000,0.793282,-0.126546,0.790192,2.000000,0.000000
nan,0.003093,0.509781,-0.472698,-0.169920,2.000000,0.000000
nan,0.006271,0.501979,-0.203926,0.285501,2.000000,0.000000
nan,0.000000,0.182489,-0.429001,-0.425796,2.000000,0.000000
nan,-0.003198,0.000000,-1.038389,-0.530378,3.000000,0.000000
nan,-0.043770,1.325470,-0.084411,1.325470,0.000000,0.000000
nan,0.006199,0.654378,-0.496216,0.096141,0.000000,0.000000
nan,-0.015753,0.529433,-0.163869,0.409678,0.000000,0.000000
nan,0.000000,1.270576,0.000000,1.270576,0.000000,0.000000
nan,-0.003088,0.925474,-0.206693,0.922386,0.000000,0.000000
nan,0.003159,0.239864,-0.321915,0.151495,0.000000,0.000000
nan,-0.038291,0.066992,-0.727380,-0.401971,0.000000,0.000000
nan,0.003234,0.756093,0.000000,0.177711,0.000000,0.000000
nan,0.009352,0.149648,-1.518264,-1.496438,0.000000,0.000000
nan,-0.008524,0.000000,-2.682407,-1.969180,0.000000,0.000000
nan,0.002865,0.766517,-0.037323,0.717717,0.000000,0.000000
nan,-0.031334,0.193669,-0.956969,0.193669,0.000000,0.000000
