Date,Open,High,Low,Close,BuyWeightingRule,SellWeightingRule,P2LRatio,P2LRatioPositive,P2LRatioNegative,P2LRatioNeutral,RangeVariance
30/01/01,0.000000,0.164343,-0.135341,0.140980,0.000000,10.000000,-10.527861,0.000000,10.527861,0.000000,3.670322
31/01/01,0.000000,0.208812,-0.563307,-0.299459,0.000000,2.000000,-6.666030,0.000000,6.666030,0.000000,3.303761
01/02/01,0.000000,0.101130,-0.522774,-0.372711,0.000000,1.000000,-3.236565,0.000000,3.236565,0.000000,3.577049
02/02/01,0.000000,0.320824,0.000000,0.038036,0.000000,1.000000,-2.981778,0.000000,2.981778,0.000000,3.945799
05/02/01,0.000000,0.208536,-0.161636,0.107199,0.000000,10.000000,-10.576801,0.000000,10.576801,0.000000,3.996517
06/02/01,0.000000,0.318072,-0.055981,0.205262,0.000000,10.000000,-10.527116,0.000000,10.527116,0.000000,3.934761
07/02/01,0.000000,0.000000,-0.818137,-0.577208,0.000000,1.000000,-3.482962,0.000000,3.482962,0.000000,3.711841
08/02/01,0.000000,0.342888,-0.195076,-0.167577,0.000000,0.000000,-1.954171,0.000000,1.954171,0.000000,3.727935
09/02/01,0.000000,0.065077,-0.459880,-0.362698,0.000000,0.000000,-1.531927,0.000000,1.531927,0.000000,3.764076
12/02/01,0.000000,0.672420,-0.076748,0.672420,0.000000,10.000000,-10.491161,0.000000,10.491161,0.000000,4.160109
13/02/01,0.000000,0.193031,-0.285580,-0.113703,0.000000,10.000000,-10.572790,0.000000,10.572790,0.000000,4.475853
14/02/01,0.000000,0.000000,-0.856596,-0.462332,0.000000,10.000000,-10.895289,0.000000,10.895289,0.000000,6.555744
15/02/01,0.000000,0.325882,-0.184815,0.193744,0.000000,10.000000,-10.851932,0.000000,10.851932,0.000000,6.489069
16/02/01,0.000000,0.000000,-1.027076,-0.977998,0.000000,10.000000,-10.733761,0.000000,10.733761,0.000000,5.915282
19/02/01,0.000000,0.125719,-0.208928,0.051554,0.000000,10.000000,-10.741565,0.000000,10.741565,0.000000,5.995604
20/02/01,0.000000,0.358625,-1.068703,-1.021185,0.000000,0.000000,-2.281127,0.000000,2.281127,0.000000,5.193789
